Date,MktRF,SMB,HML,RF,rawdate,,
12/29/1989,0.77,0.33,-0.28,0.03,19891229,,
1/2/1990,1.44,-0.68,-0.06,0.026,19900102,,
1/3/1990,-0.06,0.75,-0.31,0.026,19900103,,
1/4/1990,-0.71,0.42,-0.25,0.026,19900104,,
1/5/1990,-0.85,0.77,-0.23,0.026,19900105,,
1/8/1990,0.3,-0.41,-0.24,0.026,19900108,,
1/9/1990,-1.01,0.87,0.08,0.026,19900109,,
1/10/1990,-0.76,-0.06,0.32,0.026,19900110,,
1/11/1990,0.23,-0.23,0.09,0.026,19900111,,
1/12/1990,-2.33,0.34,0.38,0.026,19900112,,
1/15/1990,-0.95,0.03,0.45,0.026,19900115,,
1/16/1990,0.92,-0.78,-0.4,0.026,19900116,,
1/17/1990,-0.76,0.96,-0.27,0.026,19900117,,
1/18/1990,0.05,-0.66,-0.05,0.026,19900118,,
1/19/1990,0.31,0.1,0.04,0.026,19900119,,
1/22/1990,-2.31,0.81,0.49,0.026,19900122,,
1/23/1990,-0.07,-0.47,0.06,0.026,19900123,,
1/24/1990,-0.44,-1.09,-0.36,0.026,19900124,,
1/25/1990,-1.07,1,0.31,0.026,19900125,,
1/26/1990,-0.36,-0.56,0.44,0.026,19900126,,
1/29/1990,-0.34,-0.68,0.02,0.026,19900129,,
1/30/1990,-0.9,-0.65,0.58,0.026,19900130,,
1/31/1990,1.67,-1.22,-0.16,0.026,19900131,,
2/1/1990,0.08,0.56,-0.03,0.03,19900201,,
2/2/1990,0.73,0.3,-0.54,0.03,19900202,,
2/5/1990,0.38,0.21,-0.28,0.03,19900205,,
2/6/1990,-0.54,0.62,0.13,0.03,19900206,,
2/7/1990,1.07,-0.41,-0.27,0.03,19900207,,
2/8/1990,-0.09,0.29,-0.06,0.03,19900208,,
2/9/1990,0.24,-0.03,0.09,0.03,19900209,,
2/12/1990,-0.94,0.51,0.19,0.03,19900212,,
2/13/1990,0.14,-0.51,0.14,0.03,19900213,,
2/14/1990,0.2,-0.12,0.1,0.03,19900214,,
2/15/1990,0.78,-0.37,-0.05,0.03,19900215,,
2/16/1990,-0.5,0.53,0.2,0.03,19900216,,
2/20/1990,-1.35,0.53,0.35,0.03,19900220,,
2/21/1990,-0.21,-0.49,0.47,0.03,19900221,,
2/22/1990,-0.36,0.82,0.01,0.03,19900222,,
2/23/1990,-0.55,-0.22,0.48,0.03,19900223,,
2/26/1990,1,-1.3,-0.12,0.03,19900226,,
2/27/1990,0.54,-0.1,-0.08,0.03,19900227,,
2/28/1990,0.53,0.16,-0.11,0.03,19900228,,
3/1/1990,0.26,-0.04,-0.09,0.029,19900301,,
3/2/1990,0.8,-0.12,-0.25,0.029,19900302,,
3/5/1990,-0.37,0.56,-0.14,0.029,19900305,,
3/6/1990,1.07,-0.46,-0.38,0.029,19900306,,
3/7/1990,-0.22,0.66,-0.26,0.029,19900307,,
3/8/1990,0.84,-0.21,-0.52,0.029,19900308,,
3/9/1990,-0.53,0.47,0.03,0.029,19900309,,
3/12/1990,0.15,-0.21,-0.04,0.029,19900312,,
3/13/1990,-0.69,0.49,0.28,0.029,19900313,,
3/14/1990,0.23,0.17,-0.35,0.029,19900314,,
3/15/1990,0.25,0.05,-0.17,0.029,19900315,,
3/16/1990,0.9,-0.4,-0.6,0.029,19900316,,
3/19/1990,0.38,-0.24,-0.74,0.029,19900319,,
3/20/1990,-0.55,0.35,0.2,0.029,19900320,,
3/21/1990,-0.45,0.45,-0.03,0.029,19900321,,
3/22/1990,-1.22,0.32,0.36,0.029,19900322,,
3/23/1990,0.44,0.09,-0.36,0.029,19900323,,
3/26/1990,0.17,0.05,-0.12,0.029,19900326,,
3/27/1990,0.8,-0.71,-0.31,0.029,19900327,,
3/28/1990,0.09,-0.31,0.54,0.029,19900328,,
3/29/1990,-0.35,0.17,0.12,0.029,19900329,,
3/30/1990,-0.18,0.36,0.01,0.029,19900330,,
4/2/1990,-0.42,-0.41,-0.07,0.034,19900402,,
4/3/1990,1.25,-0.67,-0.49,0.034,19900403,,
4/4/1990,-0.64,0.2,0.06,0.034,19900404,,
4/5/1990,-0.15,0.19,-0.42,0.034,19900405,,
4/6/1990,-0.29,-0.08,-0.23,0.034,19900406,,
4/9/1990,0.21,-0.75,-0.23,0.034,19900409,,
4/10/1990,0.17,0.05,-0.23,0.034,19900410,,
4/11/1990,0.01,0.12,-0.3,0.034,19900411,,
4/12/1990,0.69,-0.34,-0.34,0.034,19900412,,
4/16/1990,0.08,-0.08,-0.07,0.034,19900416,,
4/17/1990,-0.08,-0.06,0.04,0.034,19900417,,
4/18/1990,-1.07,0.45,0.19,0.034,19900418,,
4/19/1990,-0.75,0.39,0.32,0.034,19900419,,
4/20/1990,-0.89,0.31,-0.23,0.034,19900420,,
4/23/1990,-1.17,0.06,0.23,0.034,19900423,,
4/24/1990,-0.28,0.17,-0.02,0.034,19900424,,
4/25/1990,0.45,-0.25,-0.18,0.034,19900425,,
4/26/1990,0.15,-0.03,-0.36,0.034,19900426,,
4/27/1990,-1.08,0.52,0.33,0.034,19900427,,
4/30/1990,0.45,-0.32,-0.65,0.034,19900430,,
5/1/1990,0.42,-0.18,-0.08,0.031,19900501,,
5/2/1990,0.55,-0.37,-0.13,0.031,19900502,,
5/3/1990,0.31,-0.02,0.06,0.031,19900503,,
5/4/1990,0.75,-0.36,-0.13,0.031,19900504,,
5/7/1990,0.56,-0.35,-0.14,0.031,19900507,,
5/8/1990,0.37,-0.47,0.12,0.031,19900508,,
5/9/1990,0.11,-0.16,0.14,0.031,19900509,,
5/10/1990,0.39,-0.05,-0.07,0.031,19900510,,
5/11/1990,2.01,-1.18,-0.09,0.031,19900511,,
5/14/1990,0.79,-0.38,-0.15,0.031,19900514,,
5/15/1990,-0.08,-0.01,-0.07,0.031,19900515,,
5/16/1990,-0.11,0.11,0.02,0.031,19900516,,
5/17/1990,0.19,0.47,-0.27,0.031,19900517,,
5/18/1990,0.09,0.25,-0.5,0.031,19900518,,
5/21/1990,0.94,-0.14,-0.68,0.031,19900521,,
5/22/1990,0.15,0.18,-0.56,0.031,19900522,,
5/23/1990,0.22,0.16,-0.57,0.031,19900523,,
5/24/1990,-0.08,0.33,-0.31,0.031,19900524,,
5/25/1990,-0.94,0.54,0.56,0.031,19900525,,
5/29/1990,1.35,-0.95,-0.38,0.031,19900529,,
5/30/1990,0.07,0.08,-0.04,0.031,19900530,,
5/31/1990,0.07,0.05,-0.19,0.031,19900531,,
6/1/1990,0.53,-0.06,0.1,0.03,19900601,,
6/4/1990,1.11,-0.65,0.26,0.03,19900604,,
6/5/1990,-0.17,0.1,0.34,0.03,19900605,,
6/6/1990,-0.36,0.3,0.18,0.03,19900606,,
6/7/1990,-0.47,0.39,0.03,0.03,19900607,,
6/8/1990,-1.1,0.6,0.16,0.03,19900608,,
6/11/1990,0.67,-0.5,-0.03,0.03,19900611,,
6/12/1990,1.1,-0.65,-0.67,0.03,19900612,,
6/13/1990,-0.26,0.78,-0.49,0.03,19900613,,
6/14/1990,-0.53,0.31,-0.16,0.03,19900614,,
6/15/1990,-0.1,0.23,-0.32,0.03,19900615,,
6/18/1990,-1.47,0.23,0.29,0.03,19900618,,
6/19/1990,0.29,-0.44,-0.06,0.03,19900619,,
6/20/1990,0.06,-0.09,-0.12,0.03,19900620,,
6/21/1990,0.26,-0.22,-0.47,0.03,19900621,,
6/22/1990,-1.07,1.08,0.01,0.03,19900622,,
6/25/1990,-0.86,0.3,-0.07,0.03,19900625,,
6/26/1990,-0.15,-0.01,-0.05,0.03,19900626,,
6/27/1990,0.65,-0.58,-0.15,0.03,19900627,,
6/28/1990,0.66,0.02,-0.72,0.03,19900628,,
6/29/1990,0.17,0.26,-0.01,0.03,19900629,,
7/2/1990,0.3,-0.42,-0.12,0.032,19900702,,
7/3/1990,0.13,-0.16,-0.34,0.032,19900703,,
7/5/1990,-1.04,0.49,0.02,0.032,19900705,,
7/6/1990,0.61,-0.41,-0.24,0.032,19900706,,
7/9/1990,0.22,-0.33,-0.13,0.032,19900709,,
7/10/1990,-0.67,0.47,-0.23,0.032,19900710,,
7/11/1990,1.04,-0.4,-0.55,0.032,19900711,,
7/12/1990,1.02,-0.41,-0.55,0.032,19900712,,
7/13/1990,0.42,-0.13,-0.13,0.032,19900713,,
7/16/1990,0.37,-0.29,-0.44,0.032,19900716,,
7/17/1990,-0.45,-0.28,0.49,0.032,19900717,,
7/18/1990,-0.92,0.26,0.43,0.032,19900718,,
7/19/1990,0.12,-0.66,0.06,0.032,19900719,,
7/20/1990,-0.87,0.62,-0.03,0.032,19900720,,
7/23/1990,-1.89,-0.47,0.77,0.032,19900723,,
7/24/1990,0,0.05,0.14,0.032,19900724,,
7/25/1990,0.35,0.03,-0.16,0.032,19900725,,
7/26/1990,-0.25,0.35,-0.03,0.032,19900726,,
7/27/1990,-0.68,-0.03,0.48,0.032,19900727,,
7/30/1990,0.26,-1.2,0.33,0.032,19900730,,
7/31/1990,0.07,-0.39,0.25,0.032,19900731,,
8/1/1990,-0.2,-0.31,-0.11,0.028,19900801,,
8/2/1990,-1.22,-0.06,0.46,0.028,19900802,,
8/3/1990,-1.84,-0.71,0.64,0.028,19900803,,
8/6/1990,-3.32,-0.13,1.39,0.028,19900806,,
8/7/1990,0.17,-0.03,-0.81,0.028,19900807,,
8/8/1990,1.11,0,-0.73,0.028,19900808,,
8/9/1990,0.63,0.3,-0.95,0.028,19900809,,
8/10/1990,-1.19,0.21,0.56,0.028,19900810,,
8/13/1990,0.71,-1.04,-0.31,0.028,19900813,,
8/14/1990,0.21,0.18,-0.2,0.028,19900814,,
8/15/1990,0.25,-0.2,-0.39,0.028,19900815,,
8/16/1990,-2.18,0.45,0.67,0.028,19900816,,
8/17/1990,-1.55,-0.33,0.8,0.028,19900817,,
8/20/1990,-0.11,-0.94,0.52,0.028,19900820,,
8/21/1990,-2,-0.39,0.75,0.028,19900821,,
8/22/1990,-1.58,0.27,0.92,0.028,19900822,,
8/23/1990,-3.24,-1.08,1.6,0.028,19900823,,
8/24/1990,1.46,-0.35,-1.69,0.028,19900824,,
8/27/1990,3.2,0.11,-1.86,0.028,19900827,,
8/28/1990,0.07,0.48,-0.08,0.028,19900828,,
8/29/1990,0.74,-0.51,0.22,0.028,19900829,,
8/30/1990,-1.39,0.94,0.32,0.028,19900830,,
8/31/1990,0.95,-0.78,-0.22,0.028,19900831,,
9/4/1990,0.09,-0.29,-0.26,0.031,19900904,,
9/5/1990,0.35,0.17,-0.17,0.031,19900905,,
9/6/1990,-1.06,0.45,0.61,0.031,19900906,,
9/7/1990,0.79,-0.51,-0.16,0.031,19900907,,
9/10/1990,-0.38,0.53,0.02,0.031,19900910,,
9/11/1990,-0.19,-0.14,0.04,0.031,19900911,,
9/12/1990,0.29,-0.39,-0.11,0.031,19900912,,
9/13/1990,-1.11,0.33,0.22,0.031,19900913,,
9/14/1990,-0.61,-0.1,-0.18,0.031,19900914,,
9/17/1990,0.18,-0.55,-0.14,0.031,19900917,,
9/18/1990,0.07,-0.65,-0.11,0.031,19900918,,
9/19/1990,-0.57,0.49,0.46,0.031,19900919,,
9/20/1990,-1.61,0.18,0.69,0.031,19900920,,
9/21/1990,-0.2,-0.57,0.14,0.031,19900921,,
9/24/1990,-2.19,-0.3,0.62,0.031,19900924,,
9/25/1990,1.03,-0.81,-0.76,0.031,19900925,,
9/26/1990,-1.07,-0.33,0.24,0.031,19900926,,
9/27/1990,-1.51,-0.45,0.75,0.031,19900927,,
9/28/1990,1.5,-1,-1.17,0.031,19900928,,
10/1/1990,2.74,-1.5,-1.23,0.03,19901001,,
10/2/1990,0.2,0.47,0.17,0.03,19901002,,
10/3/1990,-1.16,0.38,0.31,0.03,19901003,,
10/4/1990,0.19,-0.72,0.36,0.03,19901004,,
10/5/1990,-0.46,-0.29,0.33,0.03,19901005,,
10/8/1990,0.53,-0.54,0.03,0.03,19901008,,
10/9/1990,-2.54,0.6,0.77,0.03,19901009,,
10/10/1990,-1.6,0.13,0.52,0.03,19901010,,
10/11/1990,-1.76,-0.48,0.88,0.03,19901011,,
10/12/1990,1.28,-1.04,-0.45,0.03,19901012,,
10/15/1990,0.91,-0.89,-0.16,0.03,19901015,,
10/16/1990,-1.4,0.49,0.49,0.03,19901016,,
10/17/1990,-0.02,-0.15,-0.44,0.03,19901017,,
10/18/1990,2.2,-0.72,-1.38,0.03,19901018,,
10/19/1990,1.77,-1.15,-0.48,0.03,19901019,,
10/22/1990,0.78,-0.98,-0.31,0.03,19901022,,
10/23/1990,-0.52,0.92,-0.18,0.03,19901023,,
10/24/1990,-0.03,-0.07,0.03,0.03,19901024,,
10/25/1990,-0.66,0.54,0.14,0.03,19901025,,
10/26/1990,-1.68,0.53,0.04,0.03,19901026,,
10/29/1990,-0.96,-0.04,0.37,0.03,19901029,,
10/30/1990,0.46,-1.18,-0.11,0.03,19901030,,
10/31/1990,0.02,-0.1,0.42,0.03,19901031,,
11/1/1990,0.79,-0.75,0.16,0.027,19901101,,
11/2/1990,1.55,-0.57,-0.32,0.027,19901102,,
11/5/1990,0.96,-0.13,-0.5,0.027,19901105,,
11/6/1990,-0.71,0.74,0.23,0.027,19901106,,
11/7/1990,-1.59,0.87,0.38,0.027,19901107,,
11/8/1990,0.44,-0.67,-0.16,0.027,19901108,,
11/9/1990,1.81,-0.94,-0.26,0.027,19901109,,
11/12/1990,1.92,-0.38,-0.68,0.027,19901112,,
11/13/1990,-0.34,0.69,-0.05,0.027,19901113,,
11/14/1990,0.82,0.11,-0.18,0.027,19901114,,
11/15/1990,-0.91,0.66,0,0.027,19901115,,
11/16/1990,-0.05,-0.07,0.36,0.027,19901116,,
11/19/1990,0.58,-0.29,-0.38,0.027,19901119,,
11/20/1990,-1.09,0.52,-0.01,0.027,19901120,,
11/21/1990,0.07,-0.18,-0.19,0.027,19901121,,
11/23/1990,-0.25,0.47,-0.11,0.027,19901123,,
11/26/1990,0.29,-0.49,0.2,0.027,19901126,,
11/27/1990,0.68,0.47,-0.79,0.027,19901127,,
11/28/1990,0.04,0.37,0.04,0.027,19901128,,
11/29/1990,-0.39,0.49,-0.3,0.027,19901129,,
11/30/1990,1.61,-0.67,-0.45,0.027,19901130,,
12/3/1990,0.68,-0.12,-0.22,0.03,19901203,,
12/4/1990,0.72,-0.24,0.17,0.03,19901204,,
12/5/1990,1.18,0.47,0.2,0.03,19901205,,
12/6/1990,-0.22,0.53,-0.15,0.03,19901206,,
12/7/1990,-0.39,0.29,-0.09,0.03,19901207,,
12/10/1990,0.22,-0.47,-0.04,0.03,19901210,,
12/11/1990,-0.61,0.03,0.22,0.03,19901211,,
12/12/1990,0.93,-0.45,-0.51,0.03,19901212,,
12/13/1990,-0.11,0.49,-0.42,0.03,19901213,,
12/14/1990,-0.78,0.22,0.03,0.03,19901214,,
12/17/1990,-0.4,-0.52,0.07,0.03,19901217,,
12/18/1990,1.18,-0.7,0.07,0.03,19901218,,
12/19/1990,0.07,0.37,0.17,0.03,19901219,,
12/20/1990,0.06,0.12,-0.21,0.03,19901220,,
12/21/1990,0.3,-0.35,-0.09,0.03,19901221,,
12/24/1990,-0.4,0.05,-0.01,0.03,19901224,,
12/26/1990,0.24,-0.13,-0.08,0.03,19901226,,
12/27/1990,-0.63,0.48,0.08,0.03,19901227,,
12/28/1990,-0.02,-0.13,-0.14,0.03,19901228,,
12/31/1990,0.43,0.79,-0.55,0.03,19901231,,
1/2/1991,-0.95,0.61,0.79,0.023,19910102,,
1/3/1991,-1.25,0.27,1.12,0.023,19910103,,
1/4/1991,-0.24,0.13,0.38,0.023,19910104,,
1/7/1991,-1.72,0.33,0.22,0.023,19910107,,
1/8/1991,-0.29,-0.35,-0.04,0.023,19910108,,
1/9/1991,-0.95,0.51,0.03,0.023,19910109,,
1/10/1991,0.94,-0.46,-0.49,0.023,19910110,,
1/11/1991,0.1,-0.07,-0.13,0.023,19910111,,
1/14/1991,-1.01,-0.73,0.17,0.023,19910114,,
1/15/1991,0.32,-0.4,-0.36,0.023,19910115,,
1/16/1991,1,0.12,-0.96,0.023,19910116,,
1/17/1991,3.41,-1,-0.8,0.023,19910117,,
1/18/1991,0.93,-1.2,0.04,0.023,19910118,,
1/21/1991,-0.08,0.48,-0.16,0.023,19910121,,
1/22/1991,-0.65,1.08,0.27,0.023,19910122,,
1/23/1991,0.59,0.54,-0.23,0.023,19910123,,
1/24/1991,1.45,0.33,-0.5,0.023,19910124,,
1/25/1991,0.4,0.78,-0.21,0.023,19910125,,
1/28/1991,0.14,0.77,-0.13,0.023,19910128,,
1/29/1991,0.1,0.72,-0.08,0.023,19910129,,
1/30/1991,1.52,0.36,-0.43,0.023,19910130,,
1/31/1991,0.95,0.69,-0.42,0.023,19910131,,
2/1/1991,-0.03,1.09,0.32,0.025,19910201,,
2/4/1991,1.59,0.52,0.2,0.025,19910204,,
2/5/1991,1.05,0.43,-0.37,0.025,19910205,,
2/6/1991,1.77,-0.46,-0.73,0.025,19910206,,
2/7/1991,-0.44,-0.43,0.6,0.025,19910207,,
2/8/1991,0.63,-0.52,-0.03,0.025,19910208,,
2/11/1991,2.37,-0.6,-0.04,0.025,19910211,,
2/12/1991,-0.59,0.76,0.16,0.025,19910212,,
2/13/1991,0.89,0.13,-0.09,0.025,19910213,,
2/14/1991,-1.2,0.89,0.2,0.025,19910214,,
2/15/1991,1.2,-0.19,-0.2,0.025,19910215,,
2/19/1991,0.13,-0.03,-0.48,0.025,19910219,,
2/20/1991,-1.06,0.32,0.19,0.025,19910220,,
2/21/1991,-0.03,0.55,-0.1,0.025,19910221,,
2/22/1991,0.23,0.33,-0.7,0.025,19910222,,
2/25/1991,0.4,0.32,-0.46,0.025,19910225,,
2/26/1991,-1.08,0.22,0.32,0.025,19910226,,
2/27/1991,1.17,-0.49,-0.18,0.025,19910227,,
2/28/1991,0.02,0.79,0.87,0.025,19910228,,
3/1/1991,0.86,-0.14,-0.2,0.022,19910301,,
3/4/1991,0.03,1.39,-0.03,0.022,19910304,,
3/5/1991,1.91,0.17,-0.78,0.022,19910305,,
3/6/1991,-0.14,0.35,0.06,0.022,19910306,,
3/7/1991,0,0.29,-0.34,0.022,19910307,,
3/8/1991,-0.23,0.5,-0.13,0.022,19910308,,
3/11/1991,-0.59,-0.32,0.45,0.022,19910311,,
3/12/1991,-0.87,-0.22,1.03,0.022,19910312,,
3/13/1991,1.1,-0.49,-0.47,0.022,19910313,,
3/14/1991,-0.16,0.43,-0.01,0.022,19910314,,
3/15/1991,-0.19,-0.53,-0.12,0.022,19910315,,
3/18/1991,-0.27,0.19,-0.03,0.022,19910318,,
3/19/1991,-1.29,0.5,0.14,0.022,19910319,,
3/20/1991,0.36,0.59,-0.46,0.022,19910320,,
3/21/1991,-0.26,0.52,0.06,0.022,19910321,,
3/22/1991,0.16,-0.25,0.27,0.022,19910322,,
3/25/1991,0.67,-0.18,0.17,0.022,19910325,,
3/26/1991,1.67,-0.57,-0.35,0.022,19910326,,
3/27/1991,-0.01,0.78,-0.42,0.022,19910327,,
3/28/1991,-0.09,0.72,-0.03,0.022,19910328,,
4/1/1991,-0.85,0.65,-0.14,0.024,19910401,,
4/2/1991,1.98,-0.67,-0.73,0.024,19910402,,
4/3/1991,0.09,0.74,-0.05,0.024,19910403,,
4/4/1991,0.29,0.14,-0.22,0.024,19910404,,
4/5/1991,-0.97,0.78,0.32,0.024,19910405,,
4/8/1991,0.59,-0.6,-0.13,0.024,19910408,,
4/9/1991,-1.08,0.79,0.3,0.024,19910409,,
4/10/1991,-0.2,-0.02,0.23,0.024,19910410,,
4/11/1991,1.17,-0.26,0,0.024,19910411,,
4/12/1991,0.6,-0.02,-0.21,0.024,19910412,,
4/15/1991,0.17,-0.23,0.11,0.024,19910415,,
4/16/1991,1.44,-0.6,-0.34,0.024,19910416,,
4/17/1991,0.78,0,-0.06,0.024,19910417,,
4/18/1991,-0.51,-0.11,0.81,0.024,19910418,,
4/19/1991,-1.04,0.44,0.65,0.024,19910419,,
4/22/1991,-0.98,-0.37,-0.18,0.024,19910422,,
4/23/1991,0.13,-0.04,0.16,0.024,19910423,,
4/24/1991,0.27,0.01,0.1,0.024,19910424,,
4/25/1991,-0.79,0.73,-0.19,0.024,19910425,,
4/26/1991,-0.14,-0.19,0.2,0.024,19910426,,
4/29/1991,-1.31,0.37,0.34,0.024,19910429,,
4/30/1991,0.18,-1.12,0.46,0.024,19910430,,
5/1/1991,1.21,-0.54,0.05,0.021,19910501,,
5/2/1991,0.13,0.56,-0.42,0.021,19910502,,
5/3/1991,0.09,0.15,-0.12,0.021,19910503,,
5/6/1991,-0.18,0.05,-0.06,0.021,19910506,,
5/7/1991,-0.54,0.71,-0.05,0.021,19910507,,
5/8/1991,0.21,0.01,0.08,0.021,19910508,,
5/9/1991,1.16,-0.41,-0.48,0.021,19910509,,
5/10/1991,-1.66,0.85,0.25,0.021,19910510,,
5/13/1991,0.17,-0.24,-0.21,0.021,19910513,,
5/14/1991,-1.24,0.38,0.11,0.021,19910514,,
5/15/1991,-1.05,-0.77,0.87,0.021,19910515,,
5/16/1991,0.94,-0.33,-0.23,0.021,19910516,,
5/17/1991,-0.03,-0.13,0.06,0.021,19910517,,
5/20/1991,-0.04,-0.2,-0.08,0.021,19910520,,
5/21/1991,0.74,-0.09,-0.39,0.021,19910521,,
5/22/1991,0.25,-0.14,-0.04,0.021,19910522,,
5/23/1991,-0.14,0.47,-0.16,0.021,19910523,,
5/24/1991,0.63,-0.26,0.03,0.021,19910524,,
5/28/1991,1.04,-0.63,-0.19,0.021,19910528,,
5/29/1991,0.26,0.14,0.42,0.021,19910529,,
5/30/1991,1.01,0.02,-0.31,0.021,19910530,,
5/31/1991,0.69,0.03,0.21,0.021,19910531,,
6/3/1991,-0.29,0.43,0.42,0.021,19910603,,
6/4/1991,-0.05,0.11,-0.11,0.021,19910604,,
6/5/1991,-0.56,0.7,0.4,0.021,19910605,,
6/6/1991,-0.38,0.23,0.44,0.021,19910606,,
6/7/1991,-0.95,0.37,0.09,0.021,19910607,,
6/10/1991,-0.26,-0.04,0.04,0.021,19910610,,
6/11/1991,0.44,-0.56,-0.02,0.021,19910611,,
6/12/1991,-1.11,-0.01,0.06,0.021,19910612,,
6/13/1991,0.21,-0.11,-0.04,0.021,19910613,,
6/14/1991,1.06,-0.57,-0.26,0.021,19910614,,
6/17/1991,-0.41,0.24,0.18,0.021,19910617,,
6/18/1991,-0.4,0.12,0.15,0.021,19910618,,
6/19/1991,-0.97,0.07,0.02,0.021,19910619,,
6/20/1991,0.01,-0.13,-0.09,0.021,19910620,,
6/21/1991,0.43,-0.52,0.05,0.021,19910621,,
6/24/1991,-1.73,0.09,0.35,0.021,19910624,,
6/25/1991,-0.22,-0.35,0.02,0.021,19910625,,
6/26/1991,0.11,-0.44,-0.03,0.021,19910626,,
6/27/1991,0.7,-0.39,-0.39,0.021,19910627,,
6/28/1991,-0.64,0.82,-0.04,0.021,19910628,,
7/1/1991,1.62,-1.11,-0.35,0.022,19910701,,
7/2/1991,-0.12,-0.05,-0.08,0.022,19910702,,
7/3/1991,-0.98,0.27,-0.09,0.022,19910703,,
7/5/1991,0.17,-0.16,-0.11,0.022,19910705,,
7/8/1991,0.82,-0.62,-0.21,0.022,19910708,,
7/9/1991,-0.13,0.72,-0.11,0.022,19910709,,
7/10/1991,0.01,0.6,-0.16,0.022,19910710,,
7/11/1991,0.3,0.01,-0.24,0.022,19910711,,
7/12/1991,0.75,-0.33,0,0.022,19910712,,
7/15/1991,0.6,-0.07,0.22,0.022,19910715,,
7/16/1991,-0.21,0.12,0.51,0.022,19910716,,
7/17/1991,-0.05,0.16,-0.03,0.022,19910717,,
7/18/1991,0.9,-0.22,0.02,0.022,19910718,,
7/19/1991,-0.24,0.49,0.09,0.022,19910719,,
7/22/1991,-0.37,0.17,0.12,0.022,19910722,,
7/23/1991,-0.91,0.17,0.24,0.022,19910723,,
7/24/1991,-0.31,-0.19,0.14,0.022,19910724,,
7/25/1991,0.55,-0.5,0.05,0.022,19910725,,
7/26/1991,0.06,0.01,-0.04,0.022,19910726,,
7/29/1991,0.47,-0.48,-0.31,0.022,19910729,,
7/30/1991,0.86,-0.29,-0.47,0.022,19910730,,
7/31/1991,0.39,0.36,-0.43,0.022,19910731,,
8/1/1991,-0.12,0.24,-0.16,0.021,19910801,,
8/2/1991,0.09,0.12,-0.05,0.021,19910802,,
8/5/1991,-0.53,0.2,0.2,0.021,19910805,,
8/6/1991,1.22,-0.93,0.04,0.021,19910806,,
8/7/1991,0.09,0.1,-0.07,0.021,19910807,,
8/8/1991,-0.16,0.26,-0.02,0.021,19910808,,
8/9/1991,-0.43,0.63,-0.14,0.021,19910809,,
8/12/1991,0.2,-0.36,0.58,0.021,19910812,,
8/13/1991,0.42,-0.11,0.68,0.021,19910813,,
8/14/1991,0.21,0.25,-0.16,0.021,19910814,,
8/15/1991,-0.16,0.24,-0.43,0.021,19910815,,
8/16/1991,-0.85,0.51,-0.03,0.021,19910816,,
8/19/1991,-2.38,-0.51,-0.19,0.021,19910819,,
8/20/1991,0.72,0.2,-0.1,0.021,19910820,,
8/21/1991,2.76,-0.39,-0.34,0.021,19910821,,
8/22/1991,0.2,0.37,-0.11,0.021,19910822,,
8/23/1991,0.62,-0.23,0.26,0.021,19910823,,
8/26/1991,-0.06,0.26,-0.01,0.021,19910826,,
8/27/1991,-0.12,0.28,-0.47,0.021,19910827,,
8/28/1991,0.85,-0.25,0.01,0.021,19910828,,
8/29/1991,-0.02,0.2,-0.05,0.021,19910829,,
8/30/1991,-0.15,0.45,-0.16,0.021,19910830,,
9/3/1991,-0.8,0.11,0.12,0.023,19910903,,
9/4/1991,-0.57,0.18,-0.04,0.023,19910904,,
9/5/1991,-0.27,0.26,-0.05,0.023,19910905,,
9/6/1991,-0.03,0.03,0.12,0.023,19910906,,
9/9/1991,-0.13,0.15,-0.11,0.023,19910909,,
9/10/1991,-1.04,-0.09,0.1,0.023,19910910,,
9/11/1991,0.18,0.17,-0.19,0.023,19910911,,
9/12/1991,0.65,0.02,-0.55,0.023,19910912,,
9/13/1991,-0.92,0.65,0.17,0.023,19910913,,
9/16/1991,0.42,-0.55,-0.23,0.023,19910916,,
9/17/1991,-0.05,-0.04,-0.12,0.023,19910917,,
9/18/1991,0.37,-0.04,-0.16,0.023,19910918,,
9/19/1991,0.32,0.38,-0.25,0.023,19910919,,
9/20/1991,0.23,0.44,-0.28,0.023,19910920,,
9/23/1991,-0.47,0.1,-0.07,0.023,19910923,,
9/24/1991,0.44,-0.36,0.02,0.023,19910924,,
9/25/1991,-0.17,0.02,-0.02,0.023,19910925,,
9/26/1991,-0.03,0.12,0.42,0.023,19910926,,
9/27/1991,-0.21,-0.08,0.09,0.023,19910927,,
9/30/1991,0.53,0.11,-0.04,0.023,19910930,,
10/1/1991,0.27,-0.06,-0.61,0.018,19911001,,
10/2/1991,-0.29,0.01,0.15,0.018,19911002,,
10/3/1991,-0.94,0.02,0.39,0.018,19911003,,
10/4/1991,-0.61,0.4,0.11,0.018,19911004,,
10/7/1991,-0.6,-0.39,0.18,0.018,19911007,,
10/8/1991,0.26,-0.05,-0.06,0.018,19911008,,
10/9/1991,-0.89,0.6,-0.3,0.018,19911009,,
10/10/1991,0.73,-0.75,0.07,0.018,19911010,,
10/11/1991,0.24,0.06,0.19,0.018,19911011,,
10/14/1991,1.21,-0.49,-0.24,0.018,19911014,,
10/15/1991,1.23,-0.08,-0.09,0.018,19911015,,
10/16/1991,0.64,0.76,-0.1,0.018,19911016,,
10/17/1991,-0.29,0.2,-0.02,0.018,19911017,,
10/18/1991,0.18,0.1,0.16,0.018,19911018,,
10/21/1991,-0.6,0.46,-0.04,0.018,19911021,,
